salesorderid,orderqty,salesorderdetailid,unitprice,specialofferid,modifieddate,rowguid,productid,unitpricediscount
43683,5,241,2024.994,1,2011-05-31 00:00:00,e1f53539-9024-4f7c-93d0-c51158c9faf4,778,0
43683,6,242,5.7,1,2011-05-31 00:00:00,3dcfff8a-e551-40bf-8340-61781b7b5056,709,0
43684,2,243,874.794,1,2011-05-31 00:00:00,153452d3-a12c-42a1-acea-bdc505e72834,754,0
43684,2,244,419.4589,1,2011-05-31 00:00:00,a197324f-82e2-45da-8b93-1921298eedd3,762,0
43684,1,245,419.4589,1,2011-05-31 00:00:00,cd816453-14c6-4454-b1a1-038187607c61,760,0
43684,2,246,874.794,1,2011-05-31 00:00:00,945b49c3-32bf-43e0-8496-67114f2c249b,758,0
43684,1,247,419.4589,1,2011-05-31 00:00:00,f3873b0b-89a5-42aa-bd30-da8b37fef9bf,770,0
43684,1,248,419.4589,1,2011-05-31 00:00:00,80c2a11c-e805-4fb7-beda-f98c38c345fb,763,0
43685,3,249,419.4589,1,2011-05-31 00:00:00,2946c9a9-89f3-4f55-a670-61b13d87b697,765,0
43685,1,250,419.4589,1,2011-05-31 00:00:00,f61d4584-4333-4ae4-a9c7-6e93137172d8,763,0
43685,1,251,874.794,1,2011-05-31 00:00:00,837d6ecf-6ab8-4434-b60b-a65883163ce2,754,0
43685,1,252,183.9382,1,2011-05-31 00:00:00,dcc24246-d5f9-488e-8ffe-ac972370fdb0,725,0
43686,3,253,874.794,1,2011-05-31 00:00:00,0d79bb65-7081-4471-8bea-ad0dd9ed3925,758,0
43686,1,254,419.4589,1,2011-05-31 00:00:00,0cff97f0-04d0-48b0-90dc-2df5246634e7,762,0
43686,1,255,419.4589,1,2011-05-31 00:00:00,9df36f69-ab08-44bd-90fc-b67932ac5cd4,770,0
43687,1,256,419.4589,1,2011-05-31 00:00:00,9bfb4b65-3927-4084-ba66-2678173a69d0,768,0
43687,2,257,419.4589,1,2011-05-31 00:00:00,76a9dbcd-ea04-4ffe-8c76-063dae743030,765,0
43688,1,258,183.9382,1,2011-05-31 00:00:00,5a53ad2c-ecaf-459c-a0a4-1e6a634f59d1,725,0
43688,2,259,419.4589,1,2011-05-31 00:00:00,b4dc295c-356b-480b-8d3d-64e3975453fb,760,0
43688,3,260,419.4589,1,2011-05-31 00:00:00,9640a93b-cfcb-4863-998a-7cb1b4295a6e,762,0
43688,1,261,178.5808,1,2011-05-31 00:00:00,bbe02a8c-8a1b-4572-8c31-ac170a4010bd,738,0
43688,1,262,419.4589,1,2011-05-31 00:00:00,002349c7-a7c2-409b-826b-025f1188fc46,763,0
43688,2,263,183.9382,1,2011-05-31 00:00:00,8ad575a8-569b-4970-948e-951a576dc6fa,729,0
43688,2,264,874.794,1,2011-05-31 00:00:00,16ca43fd-45d5-471f-847e-8963119365a6,754,0
43688,2,265,874.794,1,2011-05-31 00:00:00,19aeb036-e1ae-4476-b744-63b6bd6722b3,758,0
43688,3,266,419.4589,1,2011-05-31 00:00:00,fb21c6af-13be-4e14-9875-9d133d93cc6e,765,0
43688,1,267,419.4589,1,2011-05-31 00:00:00,2bbfaf0f-3909-402a-9705-1a3a681c8b31,770,0
43688,2,268,2146.962,1,2011-05-31 00:00:00,e8446110-dc59-4187-a035-61e2ea8fc8b7,753,0
43689,3,269,419.4589,1,2011-05-31 00:00:00,4b1e8bcd-9641-47e4-98be-a1b9a266634e,764,0
43689,2,270,178.5808,1,2011-05-31 00:00:00,68baf0d6-613b-4b3f-b6bf-a06e81e073b6,738,0
43689,2,271,183.9382,1,2011-05-31 00:00:00,7d867b31-8d89-4bd7-93dc-45a4ec2cedd6,725,0
43689,1,272,2146.962,1,2011-05-31 00:00:00,90322bb0-b079-4ec3-8750-59b738aca61c,753,0
43689,2,273,874.794,1,2011-05-31 00:00:00,361c2494-2279-4ebb-a4c4-b2cf896b6fbb,755,0
43689,4,274,419.4589,1,2011-05-31 00:00:00,08311371-c59b-4134-82b4-6bcf06596338,766,0
43689,2,275,419.4589,1,2011-05-31 00:00:00,451bd27e-a78f-4c86-b9dc-e64486149112,770,0
43689,7,276,419.4589,1,2011-05-31 00:00:00,6c1c717d-3403-4e6d-9837-6be9dc297a2b,760,0
43689,3,277,183.9382,1,2011-05-31 00:00:00,90d5f355-0a74-4604-93fa-47c8b423ef8d,726,0
43689,1,278,178.5808,1,2011-05-31 00:00:00,077d4739-c39c-4a1e-b63b-4945c0ec6f09,722,0
43689,6,279,419.4589,1,2011-05-31 00:00:00,6b5a7a73-1f63-4472-a337-123d6bdab01f,763,0
43689,2,280,183.9382,1,2011-05-31 00:00:00,45cd69d3-d62b-4626-9310-bb4d6ff2fd7b,729,0
43689,2,281,183.9382,1,2011-05-31 00:00:00,ced8561d-aa4a-43a3-95a9-bb2a55cfd90b,730,0
43689,2,282,356.898,1,2011-05-31 00:00:00,6fa9ceaf-93dd-44a9-95ea-e68289f47de4,732,0
43689,5,283,419.4589,1,2011-05-31 00:00:00,5fc81194-bb39-4c96-804b-f75e4be473c1,765,0
43689,2,284,419.4589,1,2011-05-31 00:00:00,3e8dcc96-71be-46f9-aae3-912a42d0b63b,768,0
43689,2,285,419.4589,1,2011-05-31 00:00:00,936b0f07-6837-4b6c-bfd5-2ad9f91c3434,761,0
43689,3,286,874.794,1,2011-05-31 00:00:00,6461dbef-2b8c-4fb8-b0ca-edc53170316c,758,0
43689,2,287,2146.962,1,2011-05-31 00:00:00,9e4b5e64-7639-43a5-a19c-13fa05fd3055,749,0
43689,9,288,419.4589,1,2011-05-31 00:00:00,c89d62cd-c0e7-456f-80a8-558db3afcdbf,762,0
43689,4,289,874.794,1,2011-05-31 00:00:00,43bb07f0-edab-4898-a540-529f997e87c7,754,0
43690,1,290,28.8404,1,2011-05-31 00:00:00,273489bd-c0cc-4251-bbb8-d876c42bec4a,715,0
43690,1,291,419.4589,1,2011-05-31 00:00:00,142067ae-8763-4522-98a9-37c4e13292c1,770,0
43690,2,292,5.1865,1,2011-05-31 00:00:00,c6489d7d-8519-4010-b434-2ec4310448c8,712,0
43690,2,293,419.4589,1,2011-05-31 00:00:00,320043e9-26bf-4982-ab6b-dfd40105b0dd,760,0
43691,1,294,874.794,1,2011-05-31 00:00:00,4b7b432f-5d7b-4285-b618-dbf52b10ed73,758,0
43692,5,295,419.4589,1,2011-05-31 00:00:00,1bff841d-7d9e-498b-9e35-50e52ab801a6,770,0
43692,1,296,183.9382,1,2011-05-31 00:00:00,b346513e-5b71-41b5-a1cf-2de2c9351f69,725,0
43692,8,297,874.794,1,2011-05-31 00:00:00,85dcb501-7194-49c8-b10b-4ba09456463a,754,0
43692,2,298,183.9382,1,2011-05-31 00:00:00,045afcd8-39fc-48a9-8290-510ad5c84924,730,0
43692,10,299,28.8404,1,2011-05-31 00:00:00,3ff25d6c-58b0-4fed-a0a3-cb41c5c4de2e,715,0
43692,1,300,419.4589,1,2011-05-31 00:00:00,1754aa5d-66f9-4f62-828e-154652d92df8,768,0
43692,4,301,874.794,1,2011-05-31 00:00:00,eee637e9-9957-4842-bced-b05081212f01,756,0
43692,2,302,178.5808,1,2011-05-31 00:00:00,d3e60969-4860-4f84-b207-f922dffa980e,738,0
43692,8,303,874.794,1,2011-05-31 00:00:00,eb7ed641-2ca4-46f7-b82e-8c915ec3e1a2,758,0
43692,3,304,20.1865,1,2011-05-31 00:00:00,ecb93758-1d9d-471f-b51f-0e73fa6b9ca4,708,0
43692,6,305,419.4589,1,2011-05-31 00:00:00,1a88d183-cc98-4f83-a166-9a7dca92282f,762,0
43692,3,306,356.898,1,2011-05-31 00:00:00,3e9a2cc0-8af2-4f17-ac29-9cf613e4a762,732,0
43692,6,307,5.1865,1,2011-05-31 00:00:00,8310b226-a845-46e6-95ce-96be48385a95,712,0
43692,4,308,28.8404,1,2011-05-31 00:00:00,5949fc94-c5ed-477e-9920-9ee58e3b28f0,714,0
43692,7,309,419.4589,1,2011-05-31 00:00:00,3f6b4608-c9a0-4a36-8b86-7efae034be83,760,0
43692,2,310,874.794,1,2011-05-31 00:00:00,48d00579-6bf7-415e-8708-ca74b387832a,755,0
43692,4,311,28.8404,1,2011-05-31 00:00:00,dab35b14-6f4d-4f5c-ade2-0fbd8604ca09,716,0
43692,2,312,419.4589,1,2011-05-31 00:00:00,720193b4-a1e3-4098-ac4a-8bf8e35bf33f,765,0
43692,1,313,419.4589,1,2011-05-31 00:00:00,216e05d3-4a1b-44c4-a794-6a308e891278,764,0
43692,2,314,2146.962,1,2011-05-31 00:00:00,014cdcb4-72c9-4d81-aa5b-b6ce243078a6,753,0
43692,1,315,419.4589,1,2011-05-31 00:00:00,1a0a15c3-7110-4212-aa26-f83adafcb881,766,0
43692,1,316,178.5808,1,2011-05-31 00:00:00,e07e054f-ab1e-466e-a5d6-24a8d19aa415,722,0
43692,3,317,419.4589,1,2011-05-31 00:00:00,8fe3dcf3-8a19-45e0-83a3-00151537ff5d,761,0
43692,3,318,20.1865,1,2011-05-31 00:00:00,a9d4e589-f161-45c2-ad69-7872d4d0e1ae,711,0
43692,1,319,419.4589,1,2011-05-31 00:00:00,db77ee86-a2fc-41c9-a64c-5c0876487258,763,0
43692,2,320,183.9382,1,2011-05-31 00:00:00,24291821-ce2f-47a1-badb-1858c94535b7,729,0
43692,4,321,20.1865,1,2011-05-31 00:00:00,76f20539-df7b-4a1e-8d5d-7aba2ec5739d,707,0
43692,2,322,183.9382,1,2011-05-31 00:00:00,247253bb-e5ad-4582-b198-90275f3bfb06,726,0
43693,3,323,28.8404,1,2011-05-31 00:00:00,5b0de7a9-e88f-4ecd-88b0-63819cbcb20e,716,0
43693,1,324,2039.994,1,2011-05-31 00:00:00,4401afcb-0a60-4f3a-9487-0ea37c05bc32,773,0
43693,6,325,5.7,1,2011-05-31 00:00:00,64e243f2-ff56-4f66-8f1b-deba74ac97e7,709,0
43693,2,326,20.1865,1,2011-05-31 00:00:00,b654b9a3-bc7a-4912-84b6-02024fa0ad6f,707,0
43693,3,327,2039.994,1,2011-05-31 00:00:00,6eef57ec-8bd9-43e9-871e-b29c4b76589e,771,0
43693,2,328,20.1865,1,2011-05-31 00:00:00,ccbe64e1-2b1e-4180-831c-c264b0f5e9a6,708,0
43693,1,329,2039.994,1,2011-05-31 00:00:00,1ed39457-4fbb-42a4-b8bb-cb829f324c8d,774,0
43693,3,330,2024.994,1,2011-05-31 00:00:00,4cc880c9-0811-4e2e-a9f9-3499dc5d6139,777,0
43693,1,331,2039.994,1,2011-05-31 00:00:00,4528aaad-ba7f-4aa0-be2f-727e4a20f159,772,0
43693,1,332,2024.994,1,2011-05-31 00:00:00,0958ec57-218b-43b0-8b92-c23b2c010267,778,0
43694,3,333,2024.994,1,2011-05-31 00:00:00,e35bd3a3-1a70-4151-a854-75167e12fdc2,776,0
43694,3,334,2039.994,1,2011-05-31 00:00:00,c1a906d6-6e34-41fd-a038-7cebb911ac20,771,0
43694,2,335,28.8404,1,2011-05-31 00:00:00,2951bc71-5308-431d-b801-df08d2f9a2a3,715,0
43694,1,336,2039.994,1,2011-05-31 00:00:00,2c96b4a9-83b2-43ea-8eee-f678bc4a126f,772,0
43694,3,337,28.8404,1,2011-05-31 00:00:00,7b08c20b-9a3f-4cfc-b70b-e13375286740,716,0
43694,1,338,20.1865,1,2011-05-31 00:00:00,7a4a4742-3cf5-47a4-b93e-b0fd2c907633,707,0
43694,1,339,20.1865,1,2011-05-31 00:00:00,f6073e49-c91d-40b4-b67e-aed04d20f0f0,708,0
43694,1,340,2039.994,1,2011-05-31 00:00:00,278bddfb-441a-409c-85ac-bb6107f824c8,774,0
43694,2,341,2039.994,1,2011-05-31 00:00:00,0886f961-f7b5-4ca0-8b96-b607769258b9,773,0
43694,1,342,5.1865,1,2011-05-31 00:00:00,2c7f7c8e-3fff-46af-9220-44b57187df18,712,0
43694,5,343,20.1865,1,2011-05-31 00:00:00,d5ab9907-676f-480f-bfb9-4f79d5e9bec7,711,0
43695,2,344,2039.994,1,2011-05-31 00:00:00,2f50094d-349f-443a-a777-f0ebe9c77f32,774,0
43695,2,345,722.5949,1,2011-05-31 00:00:00,a1a41fdf-0d9c-45fd-a0e9-1fac5674dc90,748,0
43695,1,346,714.7043,1,2011-05-31 00:00:00,8a331a93-f40b-4e68-85cb-340ebc45cc19,747,0
43695,1,347,722.5949,1,2011-05-31 00:00:00,dad8891e-bbd0-4dab-a435-a55a48fe27a3,742,0
43695,5,348,2024.994,1,2011-05-31 00:00:00,18b1e281-bbbe-43cd-b075-2c3da595dcbb,777,0
43695,6,349,2024.994,1,2011-05-31 00:00:00,0b032e0c-cd1a-41db-af90-1d6e3b3ddd62,778,0
43695,2,350,5.7,1,2011-05-31 00:00:00,a1715191-290d-47ef-b541-010df248cc19,709,0
43695,5,351,2024.994,1,2011-05-31 00:00:00,8e787c04-2393-45e9-b12d-a6fb337bf69f,775,0
43696,1,352,419.4589,1,2011-05-31 00:00:00,a2c11a04-8769-4c35-b2fe-deef44b5ff92,762,0
43697,1,353,3578.27,1,2011-05-31 00:00:00,ca258bf8-1f52-4ae6-8e8f-5439ae0c9509,749,0
43698,1,354,3399.99,1,2011-05-31 00:00:00,a2d7730f-d2d0-4c47-8f36-fbd316680cef,773,0
43699,1,355,3399.99,1,2011-05-31 00:00:00,2543c7bf-679b-47f3-a04f-eb5da849ef32,773,0
43700,1,356,699.0982,1,2011-05-31 00:00:00,6d43204a-dba1-4013-bc4d-0273baa703c9,767,0
43701,1,357,3399.99,1,2011-05-31 00:00:00,5ff3b05f-57f0-4885-8e7b-64c4ad71aeb5,773,0
43702,1,358,3578.27,1,2011-06-01 00:00:00,c0b26057-26b3-40cd-b88b-b9986e6d382d,750,0
43703,1,359,3578.27,1,2011-06-01 00:00:00,5f95a4ef-cdc3-45ba-8e9c-5d15afc4d092,749,0
43704,1,360,3374.99,1,2011-06-01 00:00:00,4210cc33-1bd2-4e4f-a9c5-5344c8f63324,778,0
43705,1,361,3399.99,1,2011-06-01 00:00:00,9e893bd4-7893-425e-aee0-82267a55f3fb,771,0
43706,1,362,3578.27,1,2011-06-02 00:00:00,1d2f662d-d788-400e-9369-7cb0426ca32c,751,0
43707,1,363,3578.27,1,2011-06-02 00:00:00,bf074a62-72e7-43e6-835b-18f19350666b,751,0
43708,1,364,699.0982,1,2011-06-02 00:00:00,4c2e3d04-eae5-4ac7-b1e2-cb536207484f,764,0
43709,1,365,3578.27,1,2011-06-02 00:00:00,12b03f29-ff7c-4b44-a1cb-eba68c7e570d,752,0
43710,1,366,3578.27,1,2011-06-02 00:00:00,327d23fe-515f-427d-b6db-950ba849d8b3,753,0
43711,1,367,3578.27,1,2011-06-03 00:00:00,0108830a-7b72-4b2f-98fc-296ba60bc0e3,753,0
43712,1,368,3578.27,1,2011-06-03 00:00:00,0e448952-cf1b-4a1b-b474-c7680354751c,750,0
43713,1,369,3578.27,1,2011-06-04 00:00:00,3ae2bd67-6f27-48ef-a9d7-6e77de249e60,749,0
43714,1,370,3578.27,1,2011-06-04 00:00:00,c18d997c-74f1-4892-a8ce-e3a1ce1b6f61,750,0
43715,1,371,3578.27,1,2011-06-04 00:00:00,7310bc43-688c-46f3-a84c-b26518723522,753,0
43716,1,372,3578.27,1,2011-06-04 00:00:00,fe71035f-e2dc-4035-a541-e8439044311c,750,0
43717,1,373,699.0982,1,2011-06-04 00:00:00,d73c5ccf-d9e6-4b7f-95b9-f5fa18b9019c,767,0
43718,1,374,3578.27,1,2011-06-05 00:00:00,9700fc32-853e-499e-9845-6a41952cc1a3,750,0
43719,1,375,3578.27,1,2011-06-05 00:00:00,17962f1d-6303-437c-a399-6b99472e8388,751,0
43720,1,376,3578.27,1,2011-06-05 00:00:00,a201d36b-c9fe-4d58-a498-212b7c7e687d,750,0
43721,1,377,3578.27,1,2011-06-05 00:00:00,cd51ea9a-fa63-49aa-ab3a-f4c8e342534b,749,0
43722,1,378,3578.27,1,2011-06-06 00:00:00,b0b853b3-b765-447b-b535-fef749b51483,751,0
43723,1,379,699.0982,1,2011-06-06 00:00:00,8f933504-27e7-40c3-87c5-11804f749d9b,765,0
43724,1,380,3578.27,1,2011-06-06 00:00:00,4956d880-973e-4e09-aa4e-7706b8d3fbf7,750,0
43725,1,381,3578.27,1,2011-06-07 00:00:00,970f197e-4010-43bd-ad03-78f76897457b,750,0
43726,1,382,699.0982,1,2011-06-07 00:00:00,02aca6a5-10a3-47a8-aa6a-9487403bfd99,765,0
43727,1,383,3578.27,1,2011-06-07 00:00:00,481f847a-d638-40b6-b9f8-cc8cf2ced66d,750,0
43728,1,384,3578.27,1,2011-06-08 00:00:00,c41d958b-392c-4cb6-90c3-5ab50986a4cd,752,0
43729,1,385,3399.99,1,2011-06-08 00:00:00,6926e9bf-da82-4319-b7ed-439e28dc860d,773,0
43730,1,386,3399.99,1,2011-06-08 00:00:00,afd24489-e539-4bc9-ba5a-b7d1845fff26,773,0
43731,1,387,3578.27,1,2011-06-08 00:00:00,6d40f9c4-7fa6-4089-9bd4-f5bd1731f454,753,0
43732,1,388,3374.99,1,2011-06-08 00:00:00,221d863b-cc69-48f3-a23d-a15a30deec84,777,0
43733,1,389,3578.27,1,2011-06-08 00:00:00,2168c59c-91ab-43f4-b76f-8cb56f7240c5,751,0
43734,1,390,3578.27,1,2011-06-09 00:00:00,4e8b476d-edbc-4aeb-913e-0b02cf4bf801,751,0
43735,1,391,3578.27,1,2011-06-09 00:00:00,74838ef7-fdeb-4eb3-8978-ba310fba82e6,749,0
43736,1,392,3399.99,1,2011-06-09 00:00:00,3a0229fa-0a03-4126-97ce-c3425968b670,773,0
43737,1,393,3578.27,1,2011-06-10 00:00:00,65afcce8-ca28-41c4-9a07-0265fb2da5c8,750,0
43738,1,394,3578.27,1,2011-06-10 00:00:00,23b9d49f-c9ec-43d5-96f2-256751c3bf58,751,0
43739,1,395,3578.27,1,2011-06-10 00:00:00,c5c2ae0a-4882-4a8a-a8cd-ae0618b892e4,749,0
43740,1,396,3578.27,1,2011-06-10 00:00:00,958c968b-3777-46d6-8439-a5e767a6b7df,751,0
43741,1,397,3578.27,1,2011-06-11 00:00:00,30a81f84-22bd-4c26-93bd-88eb92e0b15b,749,0
43742,1,398,3578.27,1,2011-06-11 00:00:00,66eded2b-0fc4-4502-b832-d5cc4bc42654,753,0
43743,1,399,3399.99,1,2011-06-11 00:00:00,36ae0966-8447-4fd0-acf6-d95218c9415b,774,0
43744,1,400,3578.27,1,2011-06-11 00:00:00,bc4aaaae-2fb1-4966-8398-07bb0ac5892e,752,0
43745,1,401,3578.27,1,2011-06-12 00:00:00,c23d6a3b-0962-493a-9343-dbf7f945cac5,750,0
43746,1,402,3578.27,1,2011-06-12 00:00:00,829495fc-2896-4b2a-a715-a7f6197d2f8b,751,0
43747,1,403,3578.27,1,2011-06-13 00:00:00,4d097d3b-109f-4b08-8df1-1fc1ffabc616,753,0
43748,1,404,3578.27,1,2011-06-13 00:00:00,1c479c1c-1f37-4f96-b3b7-c992ba274bf2,752,0
43749,1,405,3578.27,1,2011-06-13 00:00:00,926b0ad8-94af-4959-9ba6-a937baafe552,753,0
43750,1,406,3578.27,1,2011-06-13 00:00:00,22734c25-f985-45d9-8b9b-b594e2657765,750,0
43751,1,407,3578.27,1,2011-06-13 00:00:00,e6cbc46e-b722-4950-a9e0-22b033b636af,752,0
43752,1,408,3578.27,1,2011-06-13 00:00:00,08ce7cb3-6e7b-4b43-82aa-44cd584290f5,750,0
43753,1,409,3578.27,1,2011-06-13 00:00:00,cddf6c3c-9b0c-4370-946c-2bc601ef5556,749,0
43754,1,410,3578.27,1,2011-06-14 00:00:00,ac6232c2-3562-4d90-9b37-d097a91e0100,751,0
43755,1,411,3578.27,1,2011-06-14 00:00:00,be2ef178-0bc9-40a2-9494-202aa0388c22,750,0
43756,1,412,699.0982,1,2011-06-14 00:00:00,dbe71a98-71fa-411a-b82a-4365bb38f1ae,765,0
43757,1,413,3374.99,1,2011-06-14 00:00:00,3a660ba5-862f-4353-8c6f-5395e89ee91f,777,0
43758,1,414,3578.27,1,2011-06-15 00:00:00,b25594f7-d07c-4975-a594-27b3c92f3230,749,0
43759,1,415,3578.27,1,2011-06-15 00:00:00,42e7a2b4-cba1-46ca-8ca5-80a7fcf21838,749,0
43760,1,416,3578.27,1,2011-06-15 00:00:00,0763e3f6-f559-4c0e-b759-e51e83ed21d8,753,0
43761,1,417,3578.27,1,2011-06-15 00:00:00,8536c3d3-79f8-4572-a0a2-3b973ebfbac5,749,0
43762,1,418,3578.27,1,2011-06-16 00:00:00,658e92bc-6b2c-405c-a582-94fd2b266fcb,753,0
43763,1,419,3578.27,1,2011-06-16 00:00:00,9211f190-790b-460a-adbb-83ef325b1342,752,0
43764,1,420,3578.27,1,2011-06-16 00:00:00,013ccceb-e122-42c1-acf5-1b939b38cb1f,749,0
43765,1,421,3399.99,1,2011-06-16 00:00:00,520845a5-d596-49dd-b112-be7bfa7675ff,773,0
43766,1,422,3578.27,1,2011-06-17 00:00:00,2bc870c7-3943-4c42-9d76-68c89d8c9fbc,752,0
43767,1,423,3374.99,1,2011-06-17 00:00:00,867c2fc3-838a-41b1-8988-8baca86845e4,777,0
43768,1,424,3578.27,1,2011-06-18 00:00:00,89573f74-a3e5-435a-9df4-734666364e5e,751,0
43769,1,425,3578.27,1,2011-06-18 00:00:00,4c5ae3eb-e16f-4f70-a14f-bca493912e07,751,0
43770,1,426,3578.27,1,2011-06-18 00:00:00,309eab0c-c708-4ca8-9702-db36f93021f9,751,0
43771,1,427,699.0982,1,2011-06-18 00:00:00,1d4d97a4-c854-4e65-98f9-b89fa2c8cf89,764,0
43772,1,428,3578.27,1,2011-06-18 00:00:00,1ecf4749-9aa9-49d9-aab9-2b3817b85df0,751,0
43773,1,429,3578.27,1,2011-06-18 00:00:00,df955bec-27de-4051-9bb9-863b4133eae4,753,0
43774,1,430,3578.27,1,2011-06-18 00:00:00,599ee530-7bd4-40ea-a157-20a090026d49,752,0
43775,1,431,3399.99,1,2011-06-18 00:00:00,d906987c-25ab-49d9-9ed1-0c80ad58b727,774,0
43776,1,432,3578.27,1,2011-06-19 00:00:00,80b14275-869b-4fa3-9daf-e675d909d8d8,753,0
43777,1,433,3578.27,1,2011-06-19 00:00:00,65ab20fc-af4e-49b8-aa1b-ca633607deff,750,0
43778,1,434,3399.99,1,2011-06-19 00:00:00,f68d0ca5-83e8-4331-bdb0-989aed46b886,772,0
43779,1,435,699.0982,1,2011-06-19 00:00:00,ae6c2037-6151-479c-9f44-2762f3e1b973,762,0
43780,1,436,3578.27,1,2011-06-20 00:00:00,3d743a60-d07f-4141-80bf-70bdedf5c00c,750,0
43781,1,437,3578.27,1,2011-06-20 00:00:00,68d4227f-aee4-45dc-a46c-58a1a4feed36,751,0
43782,1,438,3578.27,1,2011-06-20 00:00:00,3ad2f529-0552-4e0b-9652-3087e73d6e06,751,0
43783,1,439,3578.27,1,2011-06-20 00:00:00,b28e802a-719b-4c3f-8452-b73739acbe62,751,0
43784,1,440,3578.27,1,2011-06-21 00:00:00,dc1b02e8-e583-4039-a571-f4e4ce0d8dde,749,0
43785,1,441,3578.27,1,2011-06-21 00:00:00,6519caab-312e-4b67-ac6a-791ea1658b94,750,0
43786,1,442,3578.27,1,2011-06-21 00:00:00,2441394c-ceca-4097-9790-b1767c02be37,750,0
43787,1,443,3399.99,1,2011-06-21 00:00:00,41e147e1-8ec1-4deb-9a06-0c3908103b93,771,0
43788,1,444,3374.99,1,2011-06-21 00:00:00,e4b9982a-5574-4f6d-b1f3-6ad7f42c8cb1,778,0
43789,1,445,3374.99,1,2011-06-21 00:00:00,2b248b0f-e4a7-42e0-b073-e4ed80fd7e27,778,0
43790,1,446,3399.99,1,2011-06-21 00:00:00,066e1f08-f14f-4545-b322-f6f01ee74165,771,0
43791,1,447,3578.27,1,2011-06-21 00:00:00,d651683e-df2e-44c1-8cff-fe81a1a518b2,753,0
43792,1,448,3578.27,1,2011-06-21 00:00:00,a68d1116-1d57-4ce8-9698-7a74b3fcd974,751,0
43793,1,449,3399.99,1,2011-06-21 00:00:00,edb7adbb-e2e4-46ba-9fc3-d156b59fb639,771,0
43794,1,450,3399.99,1,2011-06-21 00:00:00,9f064cab-5424-499d-ae04-0dd00a4795e7,774,0
43795,1,451,3578.27,1,2011-06-22 00:00:00,01cfa368-18b8-422d-9c8c-7f63261f7eea,751,0
43796,1,452,699.0982,1,2011-06-22 00:00:00,97369587-c720-46d1-b056-e58566bd9848,770,0
43797,1,453,3578.27,1,2011-06-22 00:00:00,98de8798-8b43-4f20-8b13-2ffeedb18570,751,0
43798,1,454,3578.27,1,2011-06-22 00:00:00,35621771-6299-4880-8de4-293ab2206539,749,0
43799,1,455,3578.27,1,2011-06-22 00:00:00,e6ac8d26-318a-46eb-916a-ece200126891,751,0
43800,1,456,3578.27,1,2011-06-23 00:00:00,5e4dc9b7-5adf-402e-a185-71cb9c255ab5,750,0
43801,1,457,3578.27,1,2011-06-23 00:00:00,f47735e8-db2a-42de-97c8-a037ee430203,750,0
43802,1,458,3578.27,1,2011-06-23 00:00:00,11849a7c-a4ab-4696-8e8e-517897a4175d,751,0
43803,1,459,3578.27,1,2011-06-24 00:00:00,eddf701b-b6e6-444a-8491-2965b6e5d984,753,0
43804,1,460,3578.27,1,2011-06-24 00:00:00,ac4f7b68-5832-455d-9eb3-913b51ef5947,749,0
43805,1,461,699.0982,1,2011-06-24 00:00:00,329c7291-89dc-410f-b8f2-bffab367150e,763,0
43806,1,462,3578.27,1,2011-06-24 00:00:00,fd3438ab-0981-4a33-973b-1434631b4382,751,0
43807,1,463,3578.27,1,2011-06-25 00:00:00,5083ddfe-975b-4a13-88b6-1bbeb1578b56,751,0
43808,1,464,3578.27,1,2011-06-25 00:00:00,7966ae76-9d2b-45c4-a00d-8a0c7e3fb68a,752,0
43809,1,465,3578.27,1,2011-06-25 00:00:00,76cfbcfe-db6c-4c65-9c44-a1981e8a9f03,749,0
43810,1,466,3399.99,1,2011-06-25 00:00:00,9e2dd761-280d-4752-8346-15a299515058,772,0
43811,1,467,3399.99,1,2011-06-25 00:00:00,bb149cbf-03f9-45ac-bd64-7ba53fb009cf,773,0
43812,1,468,3578.27,1,2011-06-26 00:00:00,875bc6ba-98ab-4b19-9b5c-9ec97d7016ed,751,0
43813,1,469,3374.99,1,2011-06-26 00:00:00,d4485efb-c02e-400e-8ad1-8da2c9ecc181,777,0
43814,1,470,3374.99,1,2011-06-26 00:00:00,52a6020c-8d78-4573-a314-e99369f105f6,777,0
43815,1,471,3578.27,1,2011-06-26 00:00:00,c1cb1472-6baa-49f2-a8e3-a5f0d98cb3d4,750,0
43816,1,472,3578.27,1,2011-06-26 00:00:00,a7b240e8-c5bd-4acf-88da-ef6523dc9810,753,0
43817,1,473,3578.27,1,2011-06-26 00:00:00,b08a0231-559e-45ba-9436-f6e96158497e,749,0
43818,1,474,3578.27,1,2011-06-26 00:00:00,951f37ac-6148-423a-8e44-8cf9e25fb86c,751,0
43819,1,475,3399.99,1,2011-06-26 00:00:00,e487c90c-ba02-44db-8513-7cb7242fb153,773,0
43820,1,476,3578.27,1,2011-06-27 00:00:00,7b562135-9055-4bed-a928-7bc18cfad2a0,751,0
43821,1,477,3578.27,1,2011-06-27 00:00:00,08965ad5-e6bf-4453-b9af-9af786698da3,749,0
43822,1,478,3578.27,1,2011-06-27 00:00:00,e39579d3-3079-4611-a5c6-ed62055ebcc2,752,0
43823,1,479,699.0982,1,2011-06-27 00:00:00,f61ba602-9b26-4e7e-8c8c-4c7e552a948b,770,0
43824,1,480,699.0982,1,2011-06-27 00:00:00,5ff814ac-dd77-4813-86ef-c1e7b3ead522,768,0
